RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT,RCP_IMG_URL
1000594,맛있는 계란 요리 595,맛있는 계란 요리 595,user_81,요리사63,19233,1412,725,찌기,손님접대,"계란, 양파, 마늘",일품,맛있는 계란 요리 595 레시피,계란 300g,2인분,초급,10분,2025-11-25,https://example.com/recipe_1000594.jpg
1000595,맛있는 소고기 요리 596,맛있는 소고기 요리 596,user_19,요리사17,44119,3850,480,볶기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 596 레시피,소고기 300g,2인분,초급,60분,2025-09-21,https://example.com/recipe_1000595.jpg
1000596,맛있는 생선 요리 597,맛있는 생선 요리 597,user_6,요리사40,275,2251,752,굽기,손님접대,"생선, 양파, 마늘",볶음,맛있는 생선 요리 597 레시피,생선 300g,3인분,고급,20분,2025-12-21,https://example.com/recipe_1000596.jpg
1000597,맛있는 닭고기 요리 598,맛있는 닭고기 요리 598,user_75,요리사71,5694,2561,528,볶기,손님접대,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 598 레시피,닭고기 300g,3인분,고급,60분,2025-06-22,https://example.com/recipe_1000597.jpg
1000598,맛있는 돼지고기 요리 599,맛있는 돼지고기 요리 599,user_27,요리사51,26326,4954,72,찌기,간편식,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 599 레시피,돼지고기 300g,3인분,초급,10분,2025-09-19,https://example.com/recipe_1000598.jpg
1000599,맛있는 소고기 요리 600,맛있는 소고기 요리 600,user_44,요리사36,39433,4077,91,굽기,간편식,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 600 레시피,소고기 300g,2인분,초급,20분,2025-12-10,https://example.com/recipe_1000599.jpg
1000600,맛있는 계란 요리 601,맛있는 계란 요리 601,user_58,요리사91,1722,322,898,굽기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 601 레시피,계란 300g,3인분,고급,20분,2025-05-16,https://example.com/recipe_1000600.jpg
1000601,맛있는 생선 요리 602,맛있는 생선 요리 602,user_27,요리사57,38438,390,849,찌기,일상,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 602 레시피,생선 300g,3인분,중급,30분,2025-02-08,https://example.com/recipe_1000601.jpg
1000602,맛있는 생선 요리 603,맛있는 생선 요리 603,user_73,요리사32,6559,4187,19,찌기,일상,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 603 레시피,생선 300g,4인분,고급,60분,2025-03-20,https://example.com/recipe_1000602.jpg
1000603,맛있는 소고기 요리 604,맛있는 소고기 요리 604,user_97,요리사2,31112,2879,829,굽기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 604 레시피,소고기 300g,2인분,중급,10분,2025-09-14,https://example.com/recipe_1000603.jpg
1000604,맛있는 돼지고기 요리 605,맛있는 돼지고기 요리 605,user_11,요리사76,43911,1489,653,찌기,일상,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 605 레시피,돼지고기 300g,4인분,중급,20분,2025-03-14,https://example.com/recipe_1000604.jpg
1000605,맛있는 닭고기 요리 606,맛있는 닭고기 요리 606,user_78,요리사90,40030,2044,467,찌기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 606 레시피,닭고기 300g,2인분,중급,20분,2025-05-02,https://example.com/recipe_1000605.jpg
1000606,맛있는 생선 요리 607,맛있는 생선 요리 607,user_66,요리사73,29137,1346,721,볶기,손님접대,"생선, 양파, 마늘",일품,맛있는 생선 요리 607 레시피,생선 300g,2인분,중급,30분,2025-05-27,https://example.com/recipe_1000606.jpg
1000607,맛있는 계란 요리 608,맛있는 계란 요리 608,user_42,요리사57,34807,1810,98,볶기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 608 레시피,계란 300g,3인분,고급,30분,2025-01-08,https://example.com/recipe_1000607.jpg
1000608,맛있는 두부 요리 609,맛있는 두부 요리 609,user_83,요리사18,38765,4590,709,찌기,간편식,"두부, 양파, 마늘",찌개,맛있는 두부 요리 609 레시피,두부 300g,2인분,중급,30분,2025-02-15,https://example.com/recipe_1000608.jpg
1000609,맛있는 돼지고기 요리 610,맛있는 돼지고기 요리 610,user_29,요리사17,16876,3589,904,볶기,간편식,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 610 레시피,돼지고기 300g,4인분,초급,60분,2025-04-19,https://example.com/recipe_1000609.jpg
1000610,맛있는 닭고기 요리 611,맛있는 닭고기 요리 611,user_39,요리사11,12388,3187,281,볶기,손님접대,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 611 레시피,닭고기 300g,3인분,중급,20분,2024-12-22,https://example.com/recipe_1000610.jpg
1000611,맛있는 소고기 요리 612,맛있는 소고기 요리 612,user_47,요리사89,8081,790,489,찌기,일상,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 612 레시피,소고기 300g,4인분,중급,20분,2025-10-08,https://example.com/recipe_1000611.jpg
1000612,맛있는 닭고기 요리 613,맛있는 닭고기 요리 613,user_24,요리사50,34894,1121,152,굽기,간편식,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 613 레시피,닭고기 300g,4인분,초급,20분,2025-04-25,https://example.com/recipe_1000612.jpg
1000613,맛있는 계란 요리 614,맛있는 계란 요리 614,user_13,요리사68,18450,1105,978,찌기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 614 레시피,계란 300g,3인분,고급,60분,2025-03-02,https://example.com/recipe_1000613.jpg
1000614,맛있는 생선 요리 615,맛있는 생선 요리 615,user_40,요리사57,38249,222,727,볶기,간편식,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 615 레시피,생선 300g,2인분,중급,60분,2025-09-01,https://example.com/recipe_1000614.jpg
1000615,맛있는 생선 요리 616,맛있는 생선 요리 616,user_20,요리사16,43798,2341,571,굽기,일상,"생선, 양파, 마늘",볶음,맛있는 생선 요리 616 레시피,생선 300g,4인분,고급,10분,2025-01-16,https://example.com/recipe_1000615.jpg
1000616,맛있는 소고기 요리 617,맛있는 소고기 요리 617,user_53,요리사60,28853,4749,333,굽기,일상,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 617 레시피,소고기 300g,3인분,중급,10분,2025-05-16,https://example.com/recipe_1000616.jpg
1000617,맛있는 닭고기 요리 618,맛있는 닭고기 요리 618,user_46,요리사89,29087,3016,289,볶기,손님접대,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 618 레시피,닭고기 300g,2인분,초급,20분,2025-11-01,https://example.com/recipe_1000617.jpg
1000618,맛있는 계란 요리 619,맛있는 계란 요리 619,user_45,요리사91,40661,1345,366,찌기,일상,"계란, 양파, 마늘",찌개,맛있는 계란 요리 619 레시피,계란 300g,3인분,초급,10분,2025-08-07,https://example.com/recipe_1000618.jpg
1000619,맛있는 닭고기 요리 620,맛있는 닭고기 요리 620,user_76,요리사29,7594,4715,288,굽기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 620 레시피,닭고기 300g,4인분,초급,20분,2025-08-24,https://example.com/recipe_1000619.jpg
1000620,맛있는 생선 요리 621,맛있는 생선 요리 621,user_31,요리사46,5691,368,521,굽기,간편식,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 621 레시피,생선 300g,2인분,중급,20분,2025-07-05,https://example.com/recipe_1000620.jpg
1000621,맛있는 닭고기 요리 622,맛있는 닭고기 요리 622,user_74,요리사89,16035,3729,698,찌기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 622 레시피,닭고기 300g,3인분,초급,10분,2025-12-14,https://example.com/recipe_1000621.jpg
1000622,맛있는 계란 요리 623,맛있는 계란 요리 623,user_27,요리사55,15929,1131,905,찌기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 623 레시피,계란 300g,2인분,고급,30분,2025-12-15,https://example.com/recipe_1000622.jpg
1000623,맛있는 생선 요리 624,맛있는 생선 요리 624,user_65,요리사18,18282,1850,347,찌기,간편식,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 624 레시피,생선 300g,3인분,초급,20분,2025-01-30,https://example.com/recipe_1000623.jpg
1000624,맛있는 닭고기 요리 625,맛있는 닭고기 요리 625,user_55,요리사89,44834,4773,478,찌기,일상,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 625 레시피,닭고기 300g,2인분,고급,60분,2025-03-01,https://example.com/recipe_1000624.jpg
1000625,맛있는 돼지고기 요리 626,맛있는 돼지고기 요리 626,user_64,요리사94,27105,256,617,찌기,손님접대,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 626 레시피,돼지고기 300g,2인분,고급,30분,2025-04-30,https://example.com/recipe_1000625.jpg
1000626,맛있는 소고기 요리 627,맛있는 소고기 요리 627,user_27,요리사82,9572,4470,618,굽기,일상,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 627 레시피,소고기 300g,3인분,초급,30분,2025-12-21,https://example.com/recipe_1000626.jpg
1000627,맛있는 두부 요리 628,맛있는 두부 요리 628,user_20,요리사35,3332,1985,114,찌기,일상,"두부, 양파, 마늘",일품,맛있는 두부 요리 628 레시피,두부 300g,4인분,고급,60분,2025-01-12,https://example.com/recipe_1000627.jpg
1000628,맛있는 돼지고기 요리 629,맛있는 돼지고기 요리 629,user_66,요리사2,31933,4195,32,찌기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 629 레시피,돼지고기 300g,2인분,고급,60분,2025-05-09,https://example.com/recipe_1000628.jpg
1000629,맛있는 소고기 요리 630,맛있는 소고기 요리 630,user_66,요리사49,8409,1383,905,굽기,손님접대,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 630 레시피,소고기 300g,4인분,초급,20분,2025-02-27,https://example.com/recipe_1000629.jpg
1000630,맛있는 소고기 요리 631,맛있는 소고기 요리 631,user_17,요리사23,26165,50,846,볶기,일상,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 631 레시피,소고기 300g,2인분,고급,30분,2025-08-14,https://example.com/recipe_1000630.jpg
1000631,맛있는 돼지고기 요리 632,맛있는 돼지고기 요리 632,user_30,요리사70,1503,3761,150,볶기,일상,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 632 레시피,돼지고기 300g,2인분,중급,60분,2025-11-08,https://example.com/recipe_1000631.jpg
1000632,맛있는 생선 요리 633,맛있는 생선 요리 633,user_19,요리사69,32124,594,23,굽기,일상,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 633 레시피,생선 300g,2인분,고급,60분,2025-02-04,https://example.com/recipe_1000632.jpg
1000633,맛있는 계란 요리 634,맛있는 계란 요리 634,user_48,요리사76,34080,1792,913,굽기,간편식,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 634 레시피,계란 300g,2인분,고급,30분,2025-10-29,https://example.com/recipe_1000633.jpg
1000634,맛있는 계란 요리 635,맛있는 계란 요리 635,user_74,요리사72,23755,1037,969,굽기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 635 레시피,계란 300g,3인분,중급,10분,2025-02-22,https://example.com/recipe_1000634.jpg
1000635,맛있는 계란 요리 636,맛있는 계란 요리 636,user_62,요리사90,47190,591,253,찌기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 636 레시피,계란 300g,3인분,고급,10분,2025-05-21,https://example.com/recipe_1000635.jpg
1000636,맛있는 돼지고기 요리 637,맛있는 돼지고기 요리 637,user_13,요리사31,10488,3218,676,굽기,손님접대,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 637 레시피,돼지고기 300g,4인분,고급,20분,2025-11-08,https://example.com/recipe_1000636.jpg
1000637,맛있는 돼지고기 요리 638,맛있는 돼지고기 요리 638,user_88,요리사56,47905,1618,708,볶기,손님접대,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 638 레시피,돼지고기 300g,2인분,초급,30분,2025-03-02,https://example.com/recipe_1000637.jpg
1000638,맛있는 돼지고기 요리 639,맛있는 돼지고기 요리 639,user_30,요리사93,41928,168,434,볶기,손님접대,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 639 레시피,돼지고기 300g,3인분,초급,10분,2025-05-13,https://example.com/recipe_1000638.jpg
1000639,맛있는 소고기 요리 640,맛있는 소고기 요리 640,user_26,요리사1,29014,3017,862,굽기,손님접대,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 640 레시피,소고기 300g,2인분,고급,20분,2024-12-29,https://example.com/recipe_1000639.jpg
1000640,맛있는 계란 요리 641,맛있는 계란 요리 641,user_48,요리사32,37188,4241,572,굽기,손님접대,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 641 레시피,계란 300g,4인분,고급,10분,2025-01-09,https://example.com/recipe_1000640.jpg
1000641,맛있는 계란 요리 642,맛있는 계란 요리 642,user_99,요리사91,10331,908,830,찌기,간편식,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 642 레시피,계란 300g,2인분,초급,60분,2025-02-04,https://example.com/recipe_1000641.jpg
1000642,맛있는 두부 요리 643,맛있는 두부 요리 643,user_30,요리사83,34477,3274,382,찌기,간편식,"두부, 양파, 마늘",볶음,맛있는 두부 요리 643 레시피,두부 300g,3인분,중급,60분,2025-11-15,https://example.com/recipe_1000642.jpg
1000643,맛있는 두부 요리 644,맛있는 두부 요리 644,user_49,요리사17,21302,2452,561,굽기,간편식,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 644 레시피,두부 300g,3인분,중급,30분,2025-12-11,https://example.com/recipe_1000643.jpg
1000644,맛있는 생선 요리 645,맛있는 생선 요리 645,user_10,요리사12,31879,1733,918,굽기,간편식,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 645 레시피,생선 300g,4인분,초급,20분,2025-11-21,https://example.com/recipe_1000644.jpg
1000645,맛있는 돼지고기 요리 646,맛있는 돼지고기 요리 646,user_33,요리사69,25046,406,703,굽기,손님접대,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 646 레시피,돼지고기 300g,4인분,초급,10분,2025-06-10,https://example.com/recipe_1000645.jpg
1000646,맛있는 계란 요리 647,맛있는 계란 요리 647,user_9,요리사89,15537,444,364,굽기,간편식,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 647 레시피,계란 300g,4인분,중급,20분,2025-06-08,https://example.com/recipe_1000646.jpg
1000647,맛있는 계란 요리 648,맛있는 계란 요리 648,user_47,요리사57,3233,1972,23,굽기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 648 레시피,계란 300g,3인분,중급,60분,2025-06-18,https://example.com/recipe_1000647.jpg
1000648,맛있는 소고기 요리 649,맛있는 소고기 요리 649,user_21,요리사58,31286,3969,381,찌기,간편식,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 649 레시피,소고기 300g,2인분,초급,20분,2025-07-12,https://example.com/recipe_1000648.jpg
1000649,맛있는 계란 요리 650,맛있는 계란 요리 650,user_15,요리사45,33375,3824,753,볶기,손님접대,"계란, 양파, 마늘",일품,맛있는 계란 요리 650 레시피,계란 300g,2인분,초급,20분,2025-06-05,https://example.com/recipe_1000649.jpg
1000650,맛있는 닭고기 요리 651,맛있는 닭고기 요리 651,user_2,요리사87,49931,11,560,볶기,간편식,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 651 레시피,닭고기 300g,3인분,중급,30분,2025-06-07,https://example.com/recipe_1000650.jpg
1000651,맛있는 계란 요리 652,맛있는 계란 요리 652,user_3,요리사5,12327,2046,755,찌기,간편식,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 652 레시피,계란 300g,2인분,중급,10분,2025-08-21,https://example.com/recipe_1000651.jpg
1000652,맛있는 돼지고기 요리 653,맛있는 돼지고기 요리 653,user_1,요리사87,19348,1129,315,볶기,간편식,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 653 레시피,돼지고기 300g,4인분,중급,30분,2025-07-11,https://example.com/recipe_1000652.jpg
1000653,맛있는 생선 요리 654,맛있는 생선 요리 654,user_41,요리사31,12296,2391,603,굽기,손님접대,"생선, 양파, 마늘",일품,맛있는 생선 요리 654 레시피,생선 300g,2인분,중급,30분,2025-04-18,https://example.com/recipe_1000653.jpg
